animal_type,breed,sex_upon_intake,sex_upon_outcome,age_upon_intake,age_upon_outcome,intake_type,intake_condition,outcome_type,time_in_shelter_days
Dog,Beagle Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,7.6097222222222225
Dog,Siberian Husky/Australian Cattle Dog,Intact Female,Intact Female,9 months,10 months,Stray,Normal,Transfer,4.154861111111111
Dog,Great Pyrenees Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,1.2284722222222222
Dog,Vizsla Mix,Intact Female,Intact Female,1 year,1 year,Stray,Injured,Adoption,15.240972222222222
Dog,Pit Bull Mix,Neutered Male,Neutered Male,2 years,2 years,Public Assist,Normal,Transfer,31.903472222222224
Dog,Lhasa Apso Mix,Intact Male,Intact Male,4 weeks,1 month,Public Assist,Normal,Return to Owner,8.9375
Dog,Pomeranian/Chihuahua Longhair,Spayed Female,Spayed Female,6 years,6 years,Stray,Normal,Return to Owner,4.069444444444445
Dog,Border Collie Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,19.950694444444444
Dog,American Bulldog Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Transfer,40.69375
Cat,Domestic Medium Hair Mix,Intact Female,Spayed Female,2 months,2 months,Owner Surrender,Normal,Transfer,6.986805555555556
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,41.94236111111111
Dog,Pointer Mix,Intact Female,Spayed Female,3 months,3 months,Stray,Normal,Adoption,7.053472222222222
Dog,Pit Bull,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,20.197916666666668
Dog,Swedish Vallhund Mix,Intact Male,Neutered Male,6 years,6 years,Stray,Normal,Adoption,7.122222222222222
Cat,Domestic Longhair Mix,Intact Female,Spayed Female,1 month,3 months,Stray,Normal,Adoption,42.979166666666664
Dog,Maltese Mix,Neutered Male,Neutered Male,9 years,9 years,Owner Surrender,Normal,Adoption,11.855555555555556
Dog,Chihuahua Shorthair Mix,Intact Female,Spayed Female,4 months,4 months,Owner Surrender,Normal,Adoption,3.251388888888889
Dog,Miniature Schnauzer Mix,Intact Female,Intact Female,6 years,6 years,Stray,Normal,Transfer,4.895138888888889
Cat,American Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Stray,Normal,Return to Owner,1.229861111111111
Dog,Saluki Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Transfer,3.5680555555555555
Dog,Labrador Retriever/Pointer,Intact Female,Intact Female,4 years,4 years,Stray,Injured,Adoption,13.45138888888889
Dog,Black/Tan Hound Mix,Neutered Male,Neutered Male,7 months,7 months,Owner Surrender,Normal,Adoption,5.097222222222222
Dog,Scottish Terrier Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Transfer,1.8618055555555555
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,6 years,6 years,Stray,Normal,Return to Owner,0.7784722222222222
Dog,Siberian Husky/Border Collie,Neutered Male,Neutered Male,5 years,5 years,Stray,Normal,Return to Owner,0.7611111111111111
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,5 years,5 years,Public Assist,Normal,Return to Owner,8.835416666666667
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,2 weeks,2 weeks,Stray,Normal,Transfer,0.02986111111111111
Dog,Australian Cattle Dog Mix,Neutered Male,Neutered Male,8 years,8 years,Public Assist,Normal,Return to Owner,0.8979166666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.252083333333333
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,8 months,8 months,Owner Surrender,Normal,Adoption,0.15694444444444444
Dog,Flat Coat Retriever Mix,Intact Male,Intact Male,2 years,2 years,Stray,Normal,Transfer,4.336805555555555
Dog,Yorkshire Terrier/Maltese,Neutered Male,Neutered Male,3 years,3 years,Owner Surrender,Normal,Euthanasia,14.036805555555556
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,1 weeks,1 weeks,Stray,Normal,Euthanasia,0.15902777777777777
Cat,Domestic Medium Hair Mix,Unknown,Unknown,10 years,10 years,Owner Surrender,Sick,Euthanasia,0.00486111111111111
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.2875
Dog,Chihuahua Shorthair Mix,Intact Male,Intact Male,1 month,2 months,Stray,Normal,Adoption,11.904861111111112
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,5 months,5 months,Stray,Normal,Adoption,14.229861111111113
Dog,German Shepherd Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,3.0972222222222223
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,9 years,9 years,Stray,Normal,Adoption,18.999305555555555
Dog,Pit Bull Mix,Spayed Female,Spayed Female,6 years,6 years,Stray,Normal,Transfer,106.47152777777778
Dog,Dachshund/Chihuahua Shorthair,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,4.279166666666667
Dog,Norfolk Terrier Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Adoption,18.12847222222222
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,4 years,4 years,Owner Surrender,Injured,Adoption,52.02986111111111
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,3 weeks,3 months,Stray,Normal,Adoption,72.27152777777778
Cat,Domestic Shorthair Mix,Unknown,Unknown,4 weeks,4 weeks,Stray,Normal,Transfer,0.7500000000000001
Dog,Pit Bull Mix,Unknown,Unknown,1 weeks,2 weeks,Owner Surrender,Nursing,Transfer,7.124305555555556
Dog,Pekingese/Pomeranian,Intact Male,Intact Male,3 months,3 months,Owner Surrender,Normal,Transfer,0.9840277777777776
Dog,Pit Bull Mix,Intact Male,Neutered Male,4 years,4 years,Stray,Normal,Adoption,15.197916666666666
Dog,Pit Bull Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Sick,Adoption,9.2
Dog,Australian Cattle Dog Mix,Spayed Female,Spayed Female,7 years,7 years,Owner Surrender,Normal,Adoption,38.16597222222222
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,13.002083333333331
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,4 weeks,1 month,Stray,Normal,Adoption,28.235416666666666
Dog,Mastiff Mix,Neutered Male,Neutered Male,3 years,3 years,Owner Surrender,Normal,Adoption,33.12638888888889
Dog,Maltese,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.248611111111111
Dog,Maltese/Miniature Poodle,Intact Female,Spayed Female,3 years,3 years,Stray,Normal,Adoption,9.04513888888889
Dog,Yorkshire Terrier,Neutered Male,Neutered Male,4 years,4 years,Stray,Normal,Transfer,3.531944444444445
Dog,Australian Cattle Dog/Australian Shepherd,Spayed Female,Spayed Female,3 months,3 months,Public Assist,Normal,Return to Owner,8.995138888888889
Dog,Pit Bull Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Transfer,11.90138888888889
Dog,Rottweiler Mix,Intact Male,Neutered Male,4 months,4 months,Stray,Normal,Adoption,4.246527777777778
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,0.9055555555555556
Dog,Miniature Schnauzer/Miniature Poodle,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,6.0784722222222225
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,4.978472222222222
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,2 months,Stray,Normal,Transfer,24.92361111111111
Dog,Yorkshire Terrier/Miniature Poodle,Neutered Male,Neutered Male,4 years,4 years,Owner Surrender,Normal,Adoption,3.986805555555556
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,4 years,4 years,Stray,Normal,Transfer,4.114583333333333
Dog,Border Collie Mix,Intact Male,Neutered Male,2 years,2 years,Owner Surrender,Injured,Adoption,17.27638888888889
Dog,Pit Bull Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,3.1777777777777776
Dog,Dalmatian Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,11.997916666666669
Cat,Domestic Longhair Mix,Spayed Female,Spayed Female,8 years,8 years,Owner Surrender,Normal,Adoption,53.25555555555555
Dog,Redbone Hound Mix,Neutered Male,Neutered Male,3 months,3 months,Stray,Normal,Adoption,5.061805555555556
Cat,Domestic Longhair Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,0.0902777777777778
Dog,Redbone Hound Mix,Spayed Female,Spayed Female,7 months,7 months,Owner Surrender,Normal,Adoption,1.1055555555555556
Dog,Rottweiler Mix,Unknown,Unknown,6 days,6 days,Stray,Normal,Transfer,0.11666666666666668
Dog,Anatol Shepherd Mix,Intact Female,Intact Female,11 months,11 months,Stray,Injured,Transfer,5.916666666666667
Dog,Staffordshire Mix,Intact Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Adoption,36.24722222222222
Dog,Pomeranian Mix,Intact Female,Intact Female,2 years,2 years,Stray,Normal,Return to Owner,0.8263888888888888
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,1 month,2 months,Stray,Normal,Adoption,29.167361111111113
Dog,Australian Cattle Dog Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Transfer,4.975
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,5 years,5 years,Stray,Normal,Adoption,6.286111111111111
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,4 months,4 months,Stray,Normal,Transfer,4.138194444444444
Dog,Shih Tzu Mix,Intact Female,Intact Female,3 years,3 years,Stray,Normal,Transfer,2.7881944444444446
Dog,Pit Bull Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,37.297916666666666
Dog,Miniature Poodle Mix,Intact Male,Intact Male,1 weeks,1 month,Public Assist,Normal,Transfer,23.897222222222226
Dog,Pit Bull Mix,Intact Male,Intact Male,1 year,1 year,Stray,Normal,Return to Owner,0.3159722222222222
Dog,Rottweiler Mix,Neutered Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Transfer,109.91111111111113
Cat,Domestic Shorthair Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Rto-Adopt,53.333333333333336
Dog,Pit Bull Mix,Intact Male,Neutered Male,3 years,3 years,Public Assist,Normal,Return to Owner,10.688194444444443
Dog,Border Collie Mix,Spayed Female,Spayed Female,4 years,4 years,Owner Surrender,Normal,Transfer,1.8902777777777775
Dog,Beagle Mix,Intact Female,Intact Female,2 months,3 months,Stray,Sick,Died,5.197916666666667
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,6 years,6 years,Public Assist,Normal,Return to Owner,7.947916666666667
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,6 days,2 months,Stray,Normal,Adoption,56.16319444444444
Cat,Siamese Mix,Intact Female,Spayed Female,2 months,2 months,Stray,Normal,Adoption,4.177777777777778
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,2 months,2 months,Stray,Sick,Transfer,9.172916666666667
Dog,Labrador Retriever Mix,Intact Male,Neutered Male,1 month,1 month,Owner Surrender,Normal,Adoption,3.9590277777777776
Cat,Domestic Shorthair Mix,Unknown,Unknown,2 weeks,2 weeks,Stray,Normal,Transfer,0.10833333333333334
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,8 years,8 years,Public Assist,Normal,Return to Owner,11.140972222222224
Dog,Golden Retriever Mix,Spayed Female,Spayed Female,7 years,7 years,Stray,Normal,Return to Owner,2.0027777777777778
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,4 weeks,2 months,Stray,Normal,Adoption,45.151388888888896
Dog,Pit Bull Mix,Neutered Male,Neutered Male,3 years,3 years,Public Assist,Normal,Return to Owner,6.025694444444445
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,16.948611111111113
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Return to Owner,0.9520833333333332
Dog,Manchester Terrier/Beagle,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,6.000694444444445
Cat,Domestic Shorthair Mix,Unknown,Unknown,1 year,1 year,Stray,Normal,Transfer,0.9104166666666668
Dog,Pit Bull Mix,Intact Male,Neutered Male,4 years,4 years,Stray,Normal,Transfer,96.10833333333336
Dog,Pit Bull Mix,Intact Male,Neutered Male,3 years,3 years,Stray,Normal,Adoption,200.12916666666663
Dog,Catahoula Mix,Intact Male,Intact Male,5 months,6 months,Stray,Normal,Return to Owner,12.90972222222222
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,16 years,16 years,Owner Surrender,Normal,Transfer,7.05
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,4 years,4 years,Stray,Normal,Return to Owner,0.04375
Dog,Doberman Pinsch,Intact Male,Intact Male,1 year,2 years,Stray,Normal,Return to Owner,2.061111111111111
Dog,Pit Bull Mix,Spayed Female,Spayed Female,5 years,5 years,Stray,Normal,Transfer,57.93125
Dog,German Shepherd Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Return to Owner,0.02361111111111111
Cat,Domestic Shorthair Mix,Unknown,Unknown,5 months,6 months,Stray,Normal,Transfer,1.01875
Cat,Siamese Mix,Spayed Female,Spayed Female,7 months,8 months,Owner Surrender,Normal,Adoption,12.236805555555556
Dog,Pit Bull Mix,Intact Male,Neutered Male,8 years,8 years,Stray,Normal,Adoption,111.64652777777778
Dog,German Shepherd Mix,Spayed Female,Spayed Female,2 years,2 years,Owner Surrender,Normal,Transfer,2.202777777777778
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Owner Surrender,Normal,Transfer,5.24375
Dog,Boxer Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,9.940277777777778
Dog,Chihuahua Shorthair Mix,Intact Male,Intact Male,1 year,1 year,Stray,Normal,Transfer,4.166666666666667
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,2 months,2 months,Owner Surrender,Normal,Adoption,2.122916666666667
Dog,Belgian Malinois Mix,Intact Female,Intact Female,6 months,6 months,Stray,Normal,Transfer,4.209722222222222
Cat,Domestic Shorthair Mix,Unknown,Unknown,0 years,1 day,Stray,Nursing,Transfer,0.9701388888888888
Dog,Labrador Retriever Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Return to Owner,10.98402777777778
Cat,Domestic Longhair Mix,Spayed Female,Spayed Female,6 years,6 years,Owner Surrender,Normal,Transfer,26.145138888888887
Cat,Domestic Shorthair Mix,Intact Male,Intact Male,1 month,1 month,Stray,Normal,Adoption,12.04652777777778
Dog,Pointer Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,4.28125
Dog,Rat Terrier Mix,Spayed Female,Spayed Female,3 years,3 years,Public Assist,Normal,Return to Owner,10.014583333333333
Dog,Australian Cattle Dog Mix,Neutered Male,Neutered Male,8 months,8 months,Owner Surrender,Normal,Transfer,10.181944444444444
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,3 weeks,3 months,Stray,Normal,Adoption,89.09236111111112
Dog,Labrador Retriever Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,3.700694444444444
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Public Assist,Normal,Transfer,10.350694444444445
Dog,Boxer Mix,Spayed Female,Spayed Female,1 year,1 year,Owner Surrender,Normal,Adoption,12.105555555555556
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,3 months,Stray,Normal,Adoption,51.86388888888889
Dog,Rottweiler,Neutered Male,Neutered Male,4 years,4 years,Owner Surrender,Normal,Return to Owner,9.879861111111111
Dog,Labrador Retriever Mix,Spayed Female,Spayed Female,10 years,10 years,Owner Surrender,Normal,Adoption,107.04791666666668
Dog,Australian Kelpie/Miniature Pinscher,Intact Male,Neutered Male,5 years,5 years,Stray,Normal,Adoption,10.078472222222222
Dog,Pit Bull Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,90.0388888888889
Cat,Domestic Longhair Mix,Intact Female,Intact Female,2 months,2 months,Stray,Normal,Died,1.2604166666666667
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,1 month,1 month,Stray,Sick,Transfer,5.3125
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Owner Surrender,Normal,Adoption,3.2215277777777778
Cat,Domestic Medium Hair Mix,Intact Male,Neutered Male,4 weeks,2 months,Stray,Normal,Adoption,41.13333333333333
Dog,Pit Bull Mix,Intact Female,Intact Female,7 years,7 years,Stray,Normal,Transfer,5.1090277777777775
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,4.9215277777777775
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 days,2 months,Stray,Normal,Adoption,78.18472222222222
Dog,Maltese Mix,Neutered Male,Neutered Male,10 years,10 years,Stray,Normal,Return to Owner,1.1298611111111112
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 years,2 years,Stray,Normal,Adoption,19.031944444444445
Dog,Pointer Mix,Spayed Female,Spayed Female,2 years,2 years,Stray,Normal,Transfer,11.868055555555555
Cat,Domestic Shorthair Mix,Intact Female,Spayed Female,1 month,1 month,Stray,Normal,Adoption,8.113194444444444
Dog,German Shepherd Mix,Intact Female,Spayed Female,2 years,2 years,Stray,Normal,Adoption,6.2555555555555555
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,2 weeks,2 weeks,Stray,Normal,Transfer,0.03819444444444445
Dog,Chihuahua Shorthair Mix,Intact Male,Neutered Male,1 year,1 year,Stray,Normal,Adoption,4.259027777777778
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,2 months,2 months,Stray,Normal,Adoption,13.8875
Dog,Boston Terrier,Spayed Female,Spayed Female,8 years,8 years,Stray,Injured,Euthanasia,57.92986111111111
Dog,Pit Bull Mix,Neutered Male,Neutered Male,2 years,2 years,Public Assist,Normal,Euthanasia,4.1090277777777775
Dog,Chow Chow Mix,Intact Female,Spayed Female,1 year,1 year,Stray,Normal,Adoption,8.32986111111111
Cat,Domestic Shorthair Mix,Intact Male,Neutered Male,5 months,5 months,Stray,Normal,Adoption,10.15972222222222
Dog,Miniature Poodle Mix,Spayed Female,Spayed Female,1 year,1 year,Stray,Normal,Return to Owner,0.08125
Dog,Labrador Retriever Mix,Intact Female,Intact Female,7 months,7 months,Stray,Sick,Transfer,0.01805555555555555
Dog,Border Collie/Labrador Retriever,Spayed Female,Spayed Female,7 years,8 years,Stray,Normal,Return to Owner,3.9347222222222222
Dog,Miniature Poodle/Maltese,Intact Male,Neutered Male,1 year,1 year,Owner Surrender,Injured,Transfer,55.37013888888889
Cat,Domestic Shorthair Mix,Intact Female,Intact Female,3 weeks,3 weeks,Stray,Normal,Transfer,2.0284722222222222
Dog,Pit Bull Mix,Spayed Female,Spayed Female,5 years,5 years,Owner Surrender,Normal,Adoption,215.63819444444445
Dog,Beagle Mix,Intact Female,Intact Female,6 years,6 years,Stray,Normal,Transfer,3.7465277777777777
Dog,Toy Poodle,Intact Female,Intact Female,8 years,8 years,Stray,Normal,Adoption,6.290277777777778
Cat,Siamese Mix,Intact Male,Intact Male,3 months,3 months,Stray,Normal,Transfer,0.2652777777777778
Dog,Australian Cattle Dog Mix,Intact Female,Spayed Female,5 months,6 months,Stray,Normal,Adoption,18.099305555555556
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,3.0868055555555554
Dog,Black Mouth Cur Mix,Neutered Male,Neutered Male,1 year,1 year,Owner Surrender,Normal,Adoption,72.28194444444445
Dog,Chihuahua Shorthair Mix,Neutered Male,Neutered Male,6 years,6 years,Stray,Normal,Return to Owner,2.298611111111111
Cat,Domestic Shorthair Mix,Neutered Male,Neutered Male,2 years,2 years,Stray,Normal,Return to Owner,5.158333333333333
Dog,Chihuahua Shorthair Mix,Intact Female,Intact Female,1 year,1 year,Stray,Normal,Return to Owner,1.397916666666667
Dog,Chihuahua Longhair/Cardigan Welsh Corgi,Intact Female,Intact Female,5 years,5 years,Stray,Normal,Transfer,6.0062500000000005
Dog,Rottweiler,Neutered Male,Neutered Male,3 years,3 years,Public Assist,Normal,Return to Owner,6.386111111111111
